task_id,experiment_layer,protocol_version,suite,scenario,comparison_group,comparison_method,algorithm,repeat,seed,search_budget_id,objective_semantics_version,instance_count,feasible_instances,feasible_rate,mean_candidate_count,mean_evaluations,mean_constraint_rejection_rate,mean_nonconvergence_rate,mean_archive_size,mean_hypervolume,avg_estimated_delay_ms,avg_operational_stability_score,avg_total_energy,search_runtime_ms
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r3:s20260722,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,3,20260722,p12_g4_a64,stability_delay_energy_v4,30,25,0.8333333333333334,2.6333333333333333,30.0,0.6952513945510539,0.0,2.6333333333333333,0.30448830831646895,618.2320803972335,0.8753834174036372,10406.257874023118,2350.8787067839876
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r4:s20260723,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,4,20260723,p12_g4_a64,stability_delay_energy_v4,30,27,0.9,2.8,30.933333333333334,0.679707968962076,0.0,2.8,0.2910935768104655,658.8983770943242,0.8660368252043882,11098.484779948145,2426.979832816869
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r5:s20260724,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,5,20260724,p12_g4_a64,stability_delay_energy_v4,30,24,0.8,2.6666666666666665,28.466666666666665,0.7157599249869276,0.0,2.6666666666666665,0.30271915621248086,635.5032108700784,0.8637577574872842,11183.67494444104,2231.0330831678584
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r6:s20260725,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,6,20260725,p12_g4_a64,stability_delay_energy_v4,30,28,0.9333333333333333,2.433333333333333,29.5,0.6780811655251343,0.0,2.433333333333333,0.3115123118745539,622.957504227653,0.8713888169211554,11657.585526314335,2445.7300399662927
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r7:s20260726,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,7,20260726,p12_g4_a64,stability_delay_energy_v4,30,23,0.7666666666666667,1.6333333333333333,29.266666666666666,0.7599529959373845,0.0,1.6333333333333333,0.23073118675158844,705.286022208976,0.8648776328263049,12555.1683323415,2454.658749862574
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r8:s20260727,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,8,20260727,p12_g4_a64,stability_delay_energy_v4,30,28,0.9333333333333333,2.566666666666667,29.366666666666667,0.6614485527951757,0.0,2.566666666666667,0.3089344797906771,641.7615410348935,0.8677115895569135,11566.732733885063,2336.1375050153583
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r9:s20260728,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,9,20260728,p12_g4_a64,stability_delay_energy_v4,30,26,0.8666666666666667,2.6,30.133333333333333,0.708689415500134,0.0,2.6,0.29251989248415955,659.2313952188374,0.8757750625566199,10565.959243694799,2279.689874849282
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r10:s20260729,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,10,20260729,p12_g4_a64,stability_delay_energy_v4,30,28,0.9333333333333333,2.6333333333333333,30.266666666666666,0.7214906821291679,0.0,2.6333333333333333,0.31960377739592993,644.0189154497983,0.866477172759322,11059.546527218288,2537.216206896119
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r11:s20260730,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,11,20260730,p12_g4_a64,stability_delay_energy_v4,30,26,0.8666666666666667,3.1,29.266666666666666,0.6880181590584462,0.0,3.1,0.32269525355830564,668.8297511326014,0.8611197010847916,11210.958723304906,2270.6682920688763
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r12:s20260731,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,12,20260731,p12_g4_a64,stability_delay_energy_v4,30,24,0.8,2.4,29.9,0.7210429186879409,0.0,2.4,0.24612486268352907,628.7504266219876,0.8718473701633408,11430.344061083386,2395.5487922066823
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r13:s20260732,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,13,20260732,p12_g4_a64,stability_delay_energy_v4,30,26,0.8666666666666667,2.533333333333333,29.266666666666666,0.6514405773692236,0.0,2.533333333333333,0.2814569336401906,621.7691276817179,0.8707828815903669,9736.767712014036,2355.2381268236786
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r14:s20260733,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,14,20260733,p12_g4_a64,stability_delay_energy_v4,30,27,0.9,2.7,29.6,0.7002927033260382,0.0,2.7,0.2621142712242304,628.7914620884798,0.8659445170101582,11513.311197656743,2320.7643759669736
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r15:s20260734,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,15,20260734,p12_g4_a64,stability_delay_energy_v4,30,26,0.8666666666666667,2.2,29.4,0.6899674484086358,0.0,2.2,0.25471708597343057,626.0407252155726,0.8758720264622841,11309.941083332114,2284.5591257791966
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r16:s20260735,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,16,20260735,p12_g4_a64,stability_delay_energy_v4,30,29,0.9666666666666667,2.9,29.866666666666667,0.6540123035530996,0.0,2.9,0.2975384173004191,638.7825853093516,0.8688806742712785,11525.095185092436,2539.2615414457396
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r17:s20260736,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,17,20260736,p12_g4_a64,stability_delay_energy_v4,30,26,0.8666666666666667,2.7,28.933333333333334,0.6780456392506778,0.0,2.7,0.3036519717801193,629.1049249700537,0.8742730545652914,10060.405131312986,2074.0366661921144
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r18:s20260737,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,18,20260737,p12_g4_a64,stability_delay_energy_v4,30,29,0.9666666666666667,2.6666666666666665,28.833333333333332,0.6870518848726769,0.0,2.6666666666666665,0.318359128962659,651.0805903960753,0.8669634836285927,12292.083472140677,2299.614125280641
search_quality:isolated_snapshot_v1:search_quality:211e84e173c8b908:no_dag_operators:r19:s20260738,search_quality,isolated_snapshot_v1,search_quality,no_dag_medium,search_quality,no_dag_medium,no_dag_operators,19,20260738,p12_g4_a64,stability_delay_energy_v4,30,26,0.8666666666666667,2.966666666666667,29.366666666666667,0.6550067058836568,0.0,2.966666666666667,0.2559999266583924,613.6381021118344,0.8741899319524736,10531.265153119999,2346.260584075935
