task_id,suite,scenario,comparison_group,comparison_method,repeat,seed,experiment_layer,protocol_version,algorithm,candidate_generator_mode,search_budget_id,bootstrap_mode_config,online_timing_mode,planning_timing_mode,pool_budget_mode,lambda_per_slot,topology_hash,profile_catalog_hash,workload_trace_hash,environment_trace_hash,arrival_slots,elapsed_slots,arrived_requests,accepted_requests,rejected_requests,completed_requests,runtime_failed_requests,deadline_missed_requests,unfinished_requests,goodput_utility,avg_estimated_delay_ms,avg_operational_stability_score,avg_total_energy,plan_direct_count,plan_repaired_count,fast_fallback_count,per_request_customized_count,online_baseline_count,planning_jobs_started,planning_jobs_published,planning_jobs_retained,total_planning_runtime_ms,total_online_runtime_ms,avg_online_runtime_ms,p95_online_runtime_ms,publication_valid_candidates,publication_rejected_candidates,objective_semantics_version,acceptance_rate,completion_rate,runtime_failure_rate,plan_direct_rate,plan_repaired_rate,fast_fallback_rate
system_poisson:poisson_lifecycle_v1:scale:390bbda21410c615:periodic_customized:r17:s20260736,scale,large_periodic_customized_per_key,large_per_key,periodic_customized,17,20260736,system_poisson,poisson_lifecycle_v1,periodic_customized,customized,p12_g4_a64,prewarm,measured,measured,fixed_per_key,2.0,9f67426c7fa86b2a,476b768301425f1a,0fcc248221d4eea9,6d1494c76aa00136,200,207,383,103,280,92,11,0,0,3.422529267340406,568.3945263509553,0.8525106666629749,5329.604072320598,29,48,26,0,0,9,5,3,24183.851457899436,3334.3666676664725,8.70591819234066,14.631042024120688,245,202,stability_delay_energy_v4,0.2689295039164491,0.2402088772845953,0.10679611650485436,0.07571801566579635,0.12532637075718014,0.06788511749347259
system_poisson:poisson_lifecycle_v1:scale:390bbda21410c615:periodic_customized:r18:s20260737,scale,large_periodic_customized_per_key,large_per_key,periodic_customized,18,20260737,system_poisson,poisson_lifecycle_v1,periodic_customized,customized,p12_g4_a64,prewarm,measured,measured,fixed_per_key,2.0,01917e77b52f92f3,a8e5abd44dd698be,925e27a2b35becda,fb1a538d3c9d367a,200,201,415,116,299,115,1,2,0,4.3441832900973605,512.2739950792753,0.8341894036566116,5996.606621959744,33,64,19,0,0,7,5,1,21716.192792984657,3699.641815153882,8.914799554587667,14.90345795173198,291,59,stability_delay_energy_v4,0.27951807228915665,0.27710843373493976,0.008620689655172414,0.07951807228915662,0.15421686746987953,0.04578313253012048
system_poisson:poisson_lifecycle_v1:scale:390bbda21410c615:periodic_customized:r19:s20260738,scale,large_periodic_customized_per_key,large_per_key,periodic_customized,19,20260738,system_poisson,poisson_lifecycle_v1,periodic_customized,customized,p12_g4_a64,prewarm,measured,measured,fixed_per_key,2.0,e3ec78e80e193962,36a0776f7e0433d9,371bb88a06297643,a5b68c6f808e683d,200,204,392,102,290,93,9,2,0,3.3992988884746094,625.893892629837,0.8492597137250553,6905.26892411464,32,58,12,0,0,7,6,0,23011.553666787222,3512.076636776328,8.959379175449817,14.793625101447105,241,72,stability_delay_energy_v4,0.2602040816326531,0.2372448979591837,0.08823529411764706,0.08163265306122448,0.14795918367346939,0.030612244897959183
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r0:s20260719,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,0,20260719,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,6abb2a61deabd8ff,d0b1b5c73ec8e0ab,557daee3e09e5c28,c3ade63673949cb4,200,207,399,93,306,71,22,2,0,2.4944596180330176,690.2720689274793,0.8652454176158686,8237.136824650526,26,42,25,0,0,7,5,1,22896.877625142224,3753.057159949094,9.406158295611764,16.24054100830108,227,130,stability_delay_energy_v4,0.23308270676691728,0.17794486215538846,0.23655913978494625,0.06516290726817042,0.10526315789473684,0.06265664160401002
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r1:s20260720,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,1,20260720,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,c5b76f4185798a21,b0ec58fe45fc7307,3ae46b5b75d78002,4948b9b559ca3dae,200,207,408,102,306,97,5,2,0,3.4750896951939803,621.9566983544049,0.860324457811759,6184.327951483607,44,41,17,0,0,7,6,0,24363.24358417187,3857.2749922750518,9.454105373223166,14.887333032675087,329,54,stability_delay_energy_v4,0.25,0.23774509803921567,0.049019607843137254,0.10784313725490197,0.10049019607843138,0.041666666666666664
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r2:s20260721,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,2,20260721,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,3702e66e3038321c,303f60de8b80a5bb,4d20492edc2dded4,b3c97759fa661993,200,207,404,127,277,112,15,0,0,4.234063397560818,536.3803618387321,0.842753156759117,4974.942094847688,82,28,17,0,0,8,7,0,23682.28420894593,3395.617921720259,8.404994855743215,14.356208965182304,372,51,stability_delay_energy_v4,0.31435643564356436,0.27722772277227725,0.11811023622047244,0.20297029702970298,0.06930693069306931,0.04207920792079208
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r3:s20260722,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,3,20260722,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,36a398a1699e2d66,bf1230eb4ec73035,63ead6620218d7ae,a8d64a668c29fff0,200,203,398,161,237,142,19,1,0,5.2392149000318575,570.8060331766018,0.8366193735706917,6235.4918451171025,83,31,47,0,0,10,9,0,23428.976290044375,3275.8783258032054,8.230850064832174,13.740624999627471,332,240,stability_delay_energy_v4,0.4045226130653266,0.35678391959798994,0.11801242236024845,0.20854271356783918,0.07788944723618091,0.11809045226130653
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r4:s20260723,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,4,20260723,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,e3e0874b83ec551f,7d7a90840576a6d8,72abd316f0e93d85,7df8c4f9894fbd11,200,205,371,151,220,137,14,1,0,5.184019781442764,501.2180898445158,0.823098963842525,5489.394872348128,69,57,25,0,0,9,8,0,24104.70383381471,3687.6918288180605,9.939870158539247,15.343208913691342,386,159,stability_delay_energy_v4,0.40700808625336926,0.3692722371967655,0.09271523178807947,0.18598382749326145,0.15363881401617252,0.0673854447439353
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r5:s20260724,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,5,20260724,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,b2b5ecfdae59d47f,b5d50a7655ac3a5c,4de4fd7003f25fd3,c61766e5adeaf7a9,200,209,405,142,263,136,6,1,0,5.017483731363686,512.9976415148467,0.8301890889763992,5771.38756809141,64,65,13,0,0,8,7,0,25061.204082914628,3127.2346389014274,7.721567009633154,12.576833018101752,369,61,stability_delay_energy_v4,0.3506172839506173,0.3358024691358025,0.04225352112676056,0.1580246913580247,0.16049382716049382,0.03209876543209877
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r6:s20260725,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,6,20260725,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,ae0899af12a5f2a1,a1c061fcf4e54ce1,9702c17a7c8d305e,b0aa21bae96916c6,200,210,401,130,271,100,30,3,0,3.4005036571188985,643.3100550729228,0.8468812423448746,8289.61204456299,52,56,22,0,0,7,6,0,22594.37666705344,3125.8087636670098,7.795034323359126,12.454082956537604,197,121,stability_delay_energy_v4,0.32418952618453867,0.24937655860349128,0.23076923076923078,0.12967581047381546,0.1396508728179551,0.05486284289276808
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r7:s20260726,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,7,20260726,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,216da50faef99121,d8f2ad8599407f88,b62ed576eeb64b59,5d8d75c05ac19d95,200,203,370,108,262,96,12,6,0,3.312650113027544,624.936739751113,0.8241110146341762,6106.161991690406,41,28,39,0,0,8,6,1,26743.12158115208,3493.9799676649272,9.4431891017971,15.067792031913996,243,136,stability_delay_energy_v4,0.2918918918918919,0.2594594594594595,0.1111111111111111,0.11081081081081082,0.07567567567567568,0.10540540540540541
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r8:s20260727,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,8,20260727,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,916d390052129550,e5ffabaa831a7e4f,1725e207b7b50c0c,5f427e7b1456da70,200,207,437,121,316,96,25,1,0,3.478536083673134,633.1169108065955,0.847933500487764,8217.694590984649,49,39,33,0,0,7,6,0,27153.79920799751,3886.8798365583643,8.89446186855461,14.89116600714624,163,121,stability_delay_energy_v4,0.2768878718535469,0.21967963386727687,0.2066115702479339,0.11212814645308924,0.08924485125858124,0.07551487414187644
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r9:s20260728,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,9,20260728,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,b6b2b25461f6f798,ad8f2c2143cd9cae,86ef34825659333f,58651f60c37cc329,200,206,426,123,303,115,8,5,0,4.086934759450686,545.0035920219304,0.8285854989001499,6831.5612770492935,42,57,24,0,0,7,6,0,26764.21358413063,3743.2392509654164,8.786946598510367,14.141583000309765,400,33,stability_delay_energy_v4,0.2887323943661972,0.2699530516431925,0.06504065040650407,0.09859154929577464,0.13380281690140844,0.056338028169014086
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r10:s20260729,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,10,20260729,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,b96be4e6403f4da2,7a8b42c43ebd7bb3,20011cbf6f56b688,5bfdd62f4d90fc6a,200,204,396,114,282,103,11,3,0,3.6904445617663613,588.0265176874354,0.8323061919054994,5410.521331553927,55,31,28,0,0,8,5,2,24432.219876209274,3377.2377161076292,8.528378070978862,14.597916975617409,311,119,stability_delay_energy_v4,0.2878787878787879,0.2601010101010101,0.09649122807017543,0.1388888888888889,0.07828282828282829,0.0707070707070707
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r11:s20260730,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,11,20260730,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,b45bb707ee01e075,4034687135a50f8c,35f8251bd5ca59eb,2fbd8cdb625c9aae,200,205,396,113,283,93,20,2,0,3.3040718848265174,604.846853849031,0.8477461570516968,6228.213449956048,62,5,46,0,0,9,8,0,24121.204124065116,3595.184793812223,9.078749479323795,15.536917024292052,261,182,stability_delay_energy_v4,0.28535353535353536,0.23484848484848486,0.17699115044247787,0.15656565656565657,0.012626262626262626,0.11616161616161616
system_poisson:poisson_lifecycle_v1:scale:59de74bc89976d59:periodic_lightweight:r12:s20260731,scale,large_periodic_lightweight_per_key,large_per_key,periodic_lightweight,12,20260731,system_poisson,poisson_lifecycle_v1,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_per_key,2.0,2f15830d72ef49e1,18987a33ebb2c4b3,0f7e0d9865b7881d,5615e2a246665bbb,200,203,392,121,271,109,12,1,0,4.169274327630841,534.2439669156165,0.8532490871701802,5461.587132052255,57,36,28,0,0,7,6,0,23595.896000042558,3454.092700732872,8.811460971257326,13.836875092238188,291,63,stability_delay_energy_v4,0.3086734693877551,0.2780612244897959,0.09917355371900827,0.14540816326530612,0.09183673469387756,0.07142857142857142
