task_id,suite,scenario,algorithm,repeat,seed,dnn_index,individual_index,accuracy,operation,delay_utility,total_energy,energy_satisfaction,estimated_delay,deadline,delay_satisfaction,accuracy_norm,operation_norm,delay_norm,energy_norm,pareto_hv_version
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,11,0.8363677720278806,0.09405145653218593,0.00208521116675134,10241.827790231437,0.8703147078432252,479.567736805262,1645.0,0.7084694609086553,0.8363677720278806,0.09405145653218593,0.7084694609086553,0.8703147078432252,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,12,0.8334249629000302,0.10271409288703952,0.0021577281760293736,9547.145188253668,0.883554228559881,463.4504063622084,1645.0,0.7182672301749493,0.8334249629000302,0.10271409288703952,0.7182672301749493,0.883554228559881,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,13,0.8120981800636906,0.13022732003807355,0.001896165548553608,9845.85213424646,0.8778613599196972,527.3801123339671,1645.0,0.679404187031023,0.8120981800636906,0.13022732003807355,0.679404187031023,0.8778613599196972,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,14,0.8194569694945153,0.12930553744294918,0.002046620960705511,9226.749188572347,0.8896604552931225,488.6102601310601,1645.0,0.7029724862425166,0.8194569694945153,0.12930553744294918,0.7029724862425166,0.8896604552931225,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,15,0.9099237835397412,0.03941076689299235,0.0015362868272917256,15912.218286149615,0.7622462860510257,650.9201161106552,1645.0,0.6043038807837963,0.9099237835397412,0.03941076689299235,0.6043038807837963,0.7622462860510257,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,16,0.9890602188254775,0.2616828762110814,0.0011859311705453054,9237.180311350618,0.8894616550558231,843.2192565949574,1645.0,0.48740470723710794,0.9890602188254775,0.2616828762110814,0.48740470723710794,0.8894616550558231,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,17,0.9569197708403655,0.2035272372892077,0.001197209537801337,9564.112177989486,0.8832308653268488,835.2756709877954,1645.0,0.4922336346578752,0.9569197708403655,0.2035272372892077,0.4922336346578752,0.8832308653268488,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,18,0.7986396914260865,0.13042818247763793,0.001896165548553608,9901.685294200632,0.8767972706855849,527.3801123339671,1645.0,0.679404187031023,0.7986396914260865,0.13042818247763793,0.679404187031023,0.8767972706855849,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,19,0.9204385579470943,0.030802827745158825,0.0014445214177866423,15225.284778351062,0.775338121634026,692.270801724936,1645.0,0.5791666858814979,0.9204385579470943,0.030802827745158825,0.5791666858814979,0.775338121634026,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,20,0.8437256445553637,0.0915662578128443,0.002268613427902684,9622.724844557324,0.8821138032166507,440.79788460235494,1645.0,0.732037760120149,0.8437256445553637,0.0915662578128443,0.732037760120149,0.8821138032166507,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,21,0.9159052144461122,0.03694224483934575,0.0014040575067124385,14328.168716938857,0.7924356948948166,712.2215402284143,1645.0,0.5670385773687451,0.9159052144461122,0.03694224483934575,0.5670385773687451,0.7924356948948166,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,22,0.8493204508373081,0.08615458081722827,0.002268613427902684,9782.400661867645,0.8790706417998967,440.79788460235494,1645.0,0.732037760120149,0.8493204508373081,0.08615458081722827,0.732037760120149,0.8790706417998967,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,23,0.8278827986855212,0.12087081059177339,0.0017142760628008962,10249.798863768687,0.8701627921439836,583.3366175376296,1645.0,0.64538807444521,0.8278827986855212,0.12087081059177339,0.64538807444521,0.8701627921439836,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,24,0.8784461974779855,0.05045604139498498,0.0023490132949330364,11397.742914636867,0.8482848452949314,425.71065994264933,1645.0,0.7412093252628272,0.8784461974779855,0.05045604139498498,0.7412093252628272,0.8482848452949314,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,25,0.8986494166853658,0.07006526109708718,0.0015647573116055412,12527.449155807702,0.8267544814407995,639.0767389825685,1645.0,0.6115035021382562,0.8986494166853658,0.07006526109708718,0.6115035021382562,0.8267544814407995,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,26,0.9104890357746414,0.04286195078418271,0.0014722444999507073,15592.179248577304,0.7683457096669531,679.2350048062542,1645.0,0.5870911824885993,0.9104890357746414,0.04286195078418271,0.5870911824885993,0.7683457096669531,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,27,0.9893230112615521,0.17931231051190893,0.0011048363905873768,12966.68704111447,0.8183833216255072,905.1113889074187,1645.0,0.4497803106945783,0.9893230112615521,0.17931231051190893,0.4497803106945783,0.8183833216255072,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,28,0.9892657161519641,0.16263105142411116,0.001220415817354119,13711.023542642728,0.8041974783294609,819.3928542879886,1645.0,0.5018888423781225,0.9892657161519641,0.16263105142411116,0.5018888423781225,0.8041974783294609,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,29,0.9629366702233322,0.03508000836832789,0.0013338986218182263,12497.746458689497,0.8273205665460224,749.6821599807249,1645.0,0.5442661641454559,0.9629366702233322,0.03508000836832789,0.5442661641454559,0.8273205665460224,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,30,0.8781382331360916,0.06582255724672774,0.0022057361117122708,10409.68709104967,0.8671155825386053,453.3633895233819,1645.0,0.7243991553049349,0.8781382331360916,0.06582255724672774,0.7243991553049349,0.8671155825386053,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,31,0.9595913421907251,0.1920670548913839,0.0013185653498946686,9892.869976180049,0.8769652763117876,758.4000293044886,1645.0,0.5389665475352653,0.9595913421907251,0.1920670548913839,0.5389665475352653,0.8769652763117876,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,32,0.9090851111271844,0.05193834278456814,0.0014722444999507073,14447.580161674383,0.7901599069423318,679.2350048062542,1645.0,0.5870911824885993,0.9090851111271844,0.05193834278456814,0.5870911824885993,0.7901599069423318,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,33,0.8831089089417435,0.07134505245684424,0.001941515780457536,10946.805557939337,0.8568789780095174,515.0614844677393,1645.0,0.686892714609277,0.8831089089417435,0.07134505245684424,0.686892714609277,0.8568789780095174,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,34,0.8890295136135188,0.06350961811464463,0.002184615014534513,10770.586424700725,0.8602374281255006,457.7465564169782,1645.0,0.7217346161598918,0.8890295136135188,0.06350961811464463,0.7217346161598918,0.8602374281255006,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,35,0.9091637687551934,0.049576107363756027,0.0018911586776245773,12697.486702677415,0.8235138423086524,528.7763590816543,1645.0,0.678555404813584,0.9091637687551934,0.049576107363756027,0.678555404813584,0.8235138423086524,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,36,0.8575629200736719,0.11097612459503423,0.0013693316896012163,12240.281776219417,0.8322274247106937,730.283252475684,1645.0,0.5560588130846906,0.8575629200736719,0.11097612459503423,0.5560588130846906,0.8322274247106937,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,37,0.9029581123598422,0.03968292548165204,0.0019434522467146396,13103.571906958245,0.8157745186815791,514.5482744381687,1645.0,0.6872046963901709,0.9029581123598422,0.03968292548165204,0.6872046963901709,0.8157745186815791,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,38,0.8687367036142957,0.1076309368860741,0.0018323170934679911,9735.686196809576,0.8799609435379033,545.7570655018665,1645.0,0.6682327869289566,0.8687367036142957,0.1076309368860741,0.6682327869289566,0.8799609435379033,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,39,0.8600129872487726,0.10308582520022791,0.0018496501505330708,9967.56099388043,0.8755417869752519,540.6427803181045,1645.0,0.6713417748826113,0.8600129872487726,0.10308582520022791,0.6713417748826113,0.8755417869752519,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,40,0.7897292180449745,0.13531188315493778,0.0018042872390931833,10042.307619881867,0.8741172378349269,554.2354777738105,1645.0,0.6630787369156167,0.7897292180449745,0.13531188315493778,0.6630787369156167,0.8741172378349269,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,41,0.8531013661744692,0.06797003103013059,0.0019992771805426735,12211.07273793842,0.8327841014812561,500.18077019643925,1645.0,0.6959387415219215,0.8531013661744692,0.06797003103013059,0.6959387415219215,0.8327841014812561,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,42,0.8251531056269773,0.12516548310148776,0.001987538098516275,9375.830648808438,0.8868192050939011,503.13500946045457,1645.0,0.694142851391821,0.8251531056269773,0.12516548310148776,0.694142851391821,0.8868192050939011,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,43,0.8940084777518463,0.051168074105554774,0.0020202819046933186,11992.261989389279,0.8369542785235422,494.9804270764883,1645.0,0.6991000443304023,0.8940084777518463,0.051168074105554774,0.6991000443304023,0.8369542785235422,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,44,0.9893659847713996,0.18401202438538086,0.0011092241804772957,12982.432328231607,0.8180832420576823,901.5310138386121,1645.0,0.4519568304932449,0.9893659847713996,0.18401202438538086,0.4519568304932449,0.8180832420576823,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,45,0.9878984030525174,0.09500874586051908,0.001220415817354119,13349.099687790385,0.811095158450609,819.3928542879886,1645.0,0.5018888423781225,0.9878984030525174,0.09500874586051908,0.5018888423781225,0.811095158450609,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,46,0.989127516920842,0.2366742404080683,0.001197209537801337,10368.125868323961,0.8679076718578426,835.2756709877954,1645.0,0.4922336346578752,0.989127516920842,0.2366742404080683,0.4922336346578752,0.8679076718578426,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,47,0.9041844206920396,0.05615053724505103,0.001515270168088082,14090.660997306908,0.7969622058013521,659.9483188280325,1645.0,0.5988156116546915,0.9041844206920396,0.05615053724505103,0.5988156116546915,0.7969622058013521,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,48,0.8465942213391068,0.1094673929831081,0.001641372098195389,10894.34735618662,0.8578787460285903,609.2463744811141,1645.0,0.6296374623215112,0.8465942213391068,0.1094673929831081,0.6296374623215112,0.8578787460285903,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,49,0.969902136414816,0.18222703549563124,0.0013185653498946686,9945.005391663031,0.8759716600741084,758.4000293044886,1645.0,0.5389665475352653,0.969902136414816,0.18222703549563124,0.5389665475352653,0.8759716600741084,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,50,0.8812934086920743,0.051575059956027965,0.0023197370117676776,11453.576074591037,0.8472207560608193,431.08334907239487,1645.0,0.7379432528435289,0.8812934086920743,0.051575059956027965,0.7379432528435289,0.8472207560608193,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,51,0.877201460858624,0.07971751617988061,0.0018496501505330708,10923.7768438471,0.8573178678513448,540.6427803181045,1645.0,0.6713417748826113,0.877201460858624,0.07971751617988061,0.6713417748826113,0.8573178678513448,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,52,0.8971810640747484,0.05520443351449276,0.0016217269761320148,13567.941458161371,0.8069243901828455,616.6266052903076,1645.0,0.6251509998235213,0.8971810640747484,0.05520443351449276,0.6251509998235213,0.8069243901828455,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,53,0.9768023457020366,0.10663657891990516,0.0013185653498946686,10670.407741983512,0.8621466709097964,758.4000293044886,1645.0,0.5389665475352653,0.9768023457020366,0.10663657891990516,0.5389665475352653,0.8621466709097964,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,54,0.9858179428941349,0.1138725176143031,0.0013196910257608167,13884.694184392472,0.8008875983169567,757.7531259057315,1645.0,0.5393598018810143,0.9858179428941349,0.1138725176143031,0.5393598018810143,0.8008875983169567,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,55,0.9879064471658539,0.14393448116677596,0.001220415817354119,13624.78116309439,0.8058411178382568,819.3928542879886,1645.0,0.5018888423781225,0.9879064471658539,0.14393448116677596,0.5018888423781225,0.8058411178382568,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,56,0.905651277696917,0.0514070424560297,0.0016928478782974692,13303.621458161371,0.8119618995516756,590.7205324353893,1645.0,0.6408993723797026,0.905651277696917,0.0514070424560297,0.6408993723797026,0.8119618995516756,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,57,0.9340811137499508,0.05358786822054204,0.0013657707881884918,10911.360453120105,0.8575545040673491,732.187281093018,1645.0,0.5549013488796243,0.9340811137499508,0.05358786822054204,0.5549013488796243,0.8575545040673491,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,58,0.9179243037931739,0.028348847861087937,0.0015061240970615695,15441.605709087267,0.7712153964703696,663.9559130293369,1645.0,0.5963793841766949,0.9179243037931739,0.028348847861087937,0.5963793841766949,0.7712153964703696,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,0,59,0.8918081472713855,0.06055122212456601,0.0016732950103227173,13532.511316437081,0.80759963106842,597.6232486387064,1645.0,0.6367031923168958,0.8918081472713855,0.06055122212456601,0.6367031923168958,0.80759963106842,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,0,0.983160686389525,0.21795842660266845,0.0011426572894607714,9736.725736911621,0.8057750616157331,875.1530395188811,939.0,0.06799463310023314,0.983160686389525,0.21795842660266845,0.06799463310023314,0.8057750616157331,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,1,0.9104359310470859,0.05518045991609264,0.0018318865032878264,12351.823617178583,0.7261354338931152,545.8853472664512,939.0,0.4186524523253981,0.9104359310470859,0.05518045991609264,0.4186524523253981,0.7261354338931152,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,2,0.7885261034766476,0.23846418738592867,0.0019129676793174972,6244.0493277354935,0.9121402768840658,522.7479851393919,939.0,0.4432928805757275,0.7885261034766476,0.23846418738592867,0.4432928805757275,0.9121402768840658,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,3,0.9198797170188339,0.06761397159081256,0.0013303256187887267,14011.254847179178,0.6755994725488912,751.6956644873974,939.0,0.19947213579616893,0.9198797170188339,0.06761397159081256,0.19947213579616893,0.6755994725488912,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,4,0.983160686389525,0.21795842660266845,0.0011426572894607714,9736.725736911621,0.8057750616157331,875.1530395188811,939.0,0.06799463310023314,0.983160686389525,0.21795842660266845,0.06799463310023314,0.8057750616157331,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,5,0.9809546765573783,0.2876527076321555,0.0012966781307592816,7478.695884898834,0.874540616495269,771.2014078732407,939.0,0.17869924614138374,0.9809546765573783,0.2876527076321555,0.17869924614138374,0.874540616495269,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,6,0.8422203596678189,0.17483090689244504,0.002221448557566927,6728.175932513741,0.8973967895117239,450.15672165519965,939.0,0.5205998704417469,0.8422203596678189,0.17483090689244504,0.5205998704417469,0.8973967895117239,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,7,0.8225152405263103,0.2212357738526687,0.0017105125719539195,6992.15876402278,0.8893575132057845,584.6200819545567,939.0,0.3774014036692687,0.8225152405263103,0.2212357738526687,0.3774014036692687,0.8893575132057845,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,8,0.8438516146270054,0.17727152617729647,0.002168314158098452,6844.367387793154,0.8938583199527729,461.187783267057,939.0,0.5088522009935496,0.8438516146270054,0.17727152617729647,0.5088522009935496,0.8938583199527729,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,9,0.8576954128863348,0.18314202102704435,0.0021002255589976705,6482.797390038975,0.9048694948055745,476.13933451854973,939.0,0.49292935621027717,0.8576954128863348,0.18314202102704435,0.49292935621027717,0.9048694948055745,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,10,0.8704654260041025,0.14680068821808384,0.0019088612435599044,7868.84450247198,0.8626591145084879,523.8725461967387,939.0,0.4420952649661995,0.8704654260041025,0.14680068821808384,0.4420952649661995,0.8626591145084879,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,11,0.9142099312875152,0.07747073038498119,0.0016091944966017003,11815.1491345933,0.7424792030207769,621.428921184979,939.0,0.3382013618903312,0.9142099312875152,0.07747073038498119,0.3382013618903312,0.7424792030207769,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,12,0.9213129530264879,0.06227772735625914,0.001426171812820736,13640.645009389205,0.6868859447435458,701.1777900883924,939.0,0.2532717890432456,0.9213129530264879,0.06227772735625914,0.2532717890432456,0.6868859447435458,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,13,0.9100614780435532,0.05649810814475113,0.0017526235523380154,12548.11531436182,0.7201576088156393,570.5731836514414,939.0,0.39236082678227757,0.9100614780435532,0.05649810814475113,0.39236082678227757,0.7201576088156393,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,14,0.8205322642282403,0.20962410993876554,0.0019973052515165693,6658.795157163342,0.899509696704111,500.67459605420464,939.0,0.46680021719467024,0.8205322642282403,0.20962410993876554,0.46680021719467024,0.899509696704111,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,15,0.9021108127495502,0.07971541338932282,0.0016784059779451144,11310.71928258051,0.7578410011123927,595.8034070066336,939.0,0.3654915793326586,0.9021108127495502,0.07971541338932282,0.3654915793326586,0.7578410011123927,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,16,0.9688332382019454,0.27923853386680997,0.0012966781307592816,7355.113245110471,0.8783041755956722,771.2014078732407,939.0,0.17869924614138374,0.9688332382019454,0.27923853386680997,0.17869924614138374,0.8783041755956722,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,17,0.9356900528010885,0.25840301105571584,0.0012245445131325557,6907.269169452973,0.8919427226390824,816.6301749553069,939.0,0.1303193024970108,0.9356900528010885,0.25840301105571584,0.1303193024970108,0.8919427226390824,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,18,0.8518399899378558,0.15722091969884522,0.0021243184605701645,7358.7645024719795,0.8781929809902297,470.7392128634052,939.0,0.49868028449051627,0.8518399899378558,0.15722091969884522,0.49868028449051627,0.8781929809902297,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,19,0.9036034818492246,0.09173330288361352,0.0014394715595823567,11586.41755650865,0.7494449452457711,694.6993800211909,939.0,0.2601710542905315,0.9036034818492246,0.09173330288361352,0.2601710542905315,0.7494449452457711,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,20,0.9809546765573783,0.2876527076321555,0.0012966781307592816,7478.695884898834,0.874540616495269,771.2014078732407,939.0,0.17869924614138374,0.9809546765573783,0.2876527076321555,0.17869924614138374,0.874540616495269,4d_v1
pareto:dnn_30:e32d64c2ec:proposed:repeat_0:seed_20260719,pareto,dnn_30,proposed,0,20260719,1,21,0.9046083176340959,0.10741883314851289,0.001371667006360926,10887.939334111423,0.7707162506235997,729.0399166580745,939.0,0.22359966277095367,0.9046083176340959,0.10741883314851289,0.22359966277095367,0.7707162506235997,4d_v1
