experiment_layer,protocol_version,suite,scenario,comparison_group,comparison_method,algorithm,candidate_generator_mode,search_budget_id,bootstrap_mode_config,online_timing_mode,planning_timing_mode,pool_budget_mode,objective_semantics_version,runs,arrival_slots_mean,arrival_slots_std,elapsed_slots_mean,elapsed_slots_std,arrived_requests_mean,arrived_requests_std,accepted_requests_mean,accepted_requests_std,rejected_requests_mean,rejected_requests_std,completed_requests_mean,completed_requests_std,runtime_failed_requests_mean,runtime_failed_requests_std,deadline_missed_requests_mean,deadline_missed_requests_std,unfinished_requests_mean,unfinished_requests_std,goodput_utility_mean,goodput_utility_std,avg_estimated_delay_ms_mean,avg_estimated_delay_ms_std,avg_operational_stability_score_mean,avg_operational_stability_score_std,avg_total_energy_mean,avg_total_energy_std,plan_direct_count_mean,plan_direct_count_std,plan_repaired_count_mean,plan_repaired_count_std,fast_fallback_count_mean,fast_fallback_count_std,per_request_customized_count_mean,per_request_customized_count_std,online_baseline_count_mean,online_baseline_count_std,planning_jobs_started_mean,planning_jobs_started_std,planning_jobs_published_mean,planning_jobs_published_std,planning_jobs_retained_mean,planning_jobs_retained_std,total_planning_runtime_ms_mean,total_planning_runtime_ms_std,total_online_runtime_ms_mean,total_online_runtime_ms_std,avg_online_runtime_ms_mean,avg_online_runtime_ms_std,p95_online_runtime_ms_mean,p95_online_runtime_ms_std,publication_valid_candidates_mean,publication_valid_candidates_std,publication_rejected_candidates_mean,publication_rejected_candidates_std,acceptance_rate_mean,acceptance_rate_std,completion_rate_mean,completion_rate_std,runtime_failure_rate_mean,runtime_failure_rate_std,plan_direct_rate_mean,plan_direct_rate_std,plan_repaired_rate_mean,plan_repaired_rate_std,fast_fallback_rate_mean,fast_fallback_rate_std
system_poisson,poisson_lifecycle_v1,load,lambda_0.1_per_request_customized,lambda_0.1,per_request_customized,per_request_customized,not_applicable,p12_g4_a64,cold_start,measured,measured,fixed_total,stability_delay_energy_v4,20,200.0,0.0,201.1,2.2918620331397284,19.25,4.85446078093996,14.65,3.4682772911664737,4.6,3.574765358512507,13.65,3.717313687682488,1.0,0.9733285267845753,0.25,0.44426165831931924,0.0,0.0,0.512883082343863,0.15177195742421587,593.4671437084626,146.8907713311917,0.867344584967111,0.01998439064896631,5467.500504832009,955.7353194955676,0.0,0.0,0.0,0.0,0.0,0.0,14.65,3.4682772911664737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.9351752887014,376.8782315446967,76.38812995934109,10.220478628486736,125.74797284323722,36.11450713858179,0.0,0.0,0.0,0.0,0.7769387805606847,0.13980536080871675,0.7197973342876594,0.1537798236397164,0.07647018616058864,0.08606609862978498,0.0,0.0,0.0,0.0,0.0,0.0
system_poisson,poisson_lifecycle_v1,load,lambda_0.1_periodic_customized,lambda_0.1,periodic_customized,periodic_customized,customized,p12_g4_a64,prewarm,measured,measured,fixed_total,stability_delay_energy_v4,20,200.0,0.0,200.8,1.5761378513048245,19.25,4.85446078093996,14.75,3.6831765466352833,4.5,3.252529380101132,13.65,3.7314453246063133,1.1,0.9679060415469871,0.1,0.30779350562554625,0.0,0.0,0.52191183701859,0.1554877626855794,573.8254639173641,135.87045342236954,0.8681036428244715,0.01795087637576087,5456.1784140319605,964.5481874652086,12.7,2.556724878680371,1.45,1.234376040972246,0.6,0.6805570473787206,0.0,0.0,0.0,0.0,44.45,1.7312909694943341,40.35,3.1334359818945687,3.5,2.50263019536184,8741.262362740235,910.8850055278621,52.645820868201554,12.213213621165329,2.8117499754633966,0.6079852936976273,5.752558429958299,1.9982882298081615,398.55,108.15752401012146,87.9,38.839616237466664,0.7811172895516936,0.1271255283070413,0.7221543570163926,0.1397752391835352,0.07849427862585757,0.07473888000805118,0.6767030291904518,0.11051912320450093,0.07397685054883198,0.05530105518248628,0.03043740981240981,0.0351707971910941
system_poisson,poisson_lifecycle_v1,load,lambda_0.1_periodic_lightweight,lambda_0.1,periodic_lightweight,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_total,stability_delay_energy_v4,20,200.0,0.0,200.75,1.446411166701189,19.25,4.85446078093996,16.55,4.430456790041074,2.7,1.8945906376340316,15.8,4.396170582390279,0.75,0.7163503994113789,0.1,0.4472135954999579,0.0,0.0,0.6187627654550177,0.18615302752081722,504.9368936041207,113.55525030030948,0.851240821137228,0.016783656254784934,4895.522724597934,1141.8683745267208,13.7,4.053588403793412,1.25,1.2085223687584246,1.6,1.6026294183720635,0.0,0.0,0.0,0.0,41.3,2.903718124640961,38.8,4.187701291312831,1.65,2.5603248149199227,13065.657954761991,2926.669989299333,59.43287090631202,19.01619698239662,3.132929542369061,0.8788578157880882,5.274695705156773,1.466067036193053,351.25,124.26621465733619,73.9,27.86414409803017,0.8631233412485347,0.09024607850100183,0.8229672312766352,0.10855785534985123,0.04838837446315828,0.05169632981684796,0.7192543754190426,0.137939166021374,0.06147123454031349,0.053510367896810664,0.08239773128917866,0.0805851978619237
system_poisson,poisson_lifecycle_v1,load,lambda_0.25_per_request_customized,lambda_0.25,per_request_customized,per_request_customized,not_applicable,p12_g4_a64,cold_start,measured,measured,fixed_total,stability_delay_energy_v4,20,200.0,0.0,201.05,2.163695668842645,51.8,6.817933009814323,31.8,6.354443120244373,20.0,5.973626245951096,28.3,6.25846794771944,3.5,1.9330913339165219,0.5,0.7608859102526822,0.0,0.0,1.0633541137657778,0.26533178105966226,603.2274118157553,92.90939779756921,0.8584336794745114,0.014236147633456769,5533.331106959666,949.1878085058884,0.0,0.0,0.0,0.0,0.0,0.0,31.8,6.354443120244373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3816.185069049243,614.2256040778389,73.96926641635307,9.712447195954427,117.89133950369433,20.180131066693267,0.0,0.0,0.0,0.0,0.6147368878660444,0.10241078993527869,0.5486796269139491,0.1093058101644995,0.11031677003713536,0.05683414607159199,0.0,0.0,0.0,0.0,0.0,0.0
system_poisson,poisson_lifecycle_v1,load,lambda_0.25_periodic_customized,lambda_0.25,periodic_customized,periodic_customized,customized,p12_g4_a64,prewarm,measured,measured,fixed_total,stability_delay_energy_v4,20,200.0,0.0,200.8,1.2814465510343749,51.8,6.817933009814323,32.7,6.8679269836415395,19.1,5.476264573978373,29.15,6.51536645170477,3.55,2.258900524358558,0.45,0.6863327411532597,0.0,0.0,1.0922369615008587,0.26549550805158,602.3235922233865,97.89721421046397,0.8559310176088823,0.015703615918083162,5716.888162071768,1154.2555877761058,20.85,5.3829653342255215,6.85,3.4984959174208745,5.0,2.470883072485369,0.0,0.0,0.0,0.0,42.25,1.25131509768092,32.0,4.888224303579498,9.45,4.110000640286799,12509.315561980475,1288.882472886185,189.02801373624243,35.54461830857133,3.653695062653943,0.5245896898048886,6.912649853620678,1.107460164944142,217.55,69.66496892080583,123.55,52.08340982450523,0.630045026713671,0.09942110399232805,0.5636596787247758,0.10823257028741681,0.10764692343265536,0.06180800550701576,0.3994521192573369,0.07669569356422828,0.13474440983714814,0.07050192287559524,0.09584849761918601,0.046567111259670196
system_poisson,poisson_lifecycle_v1,load,lambda_0.25_periodic_lightweight,lambda_0.25,periodic_lightweight,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_total,stability_delay_energy_v4,20,200.0,0.0,201.8,2.546411303445653,51.8,6.817933009814323,35.45,6.637017402418047,16.35,5.112162998801563,32.65,6.603627392338404,2.8,1.908430051942668,0.55,0.8870412083230169,0.0,0.0,1.228218972606785,0.27404349079228085,561.9551073449172,74.62298070015288,0.8383701732275387,0.01408999306392999,5193.242480039341,1164.437659818836,26.95,5.020746432239145,3.1,2.1740091511936384,5.4,2.8727393858384316,0.0,0.0,0.0,0.0,39.75,2.124419425334094,33.55,4.186129980127984,5.25,3.258591881876523,15442.120533174602,1084.1489569093078,183.32861863891594,40.93719427232571,3.5371473267883227,0.6333988490150594,6.075943860923871,1.2592714655982484,227.95,74.78915978303695,106.7,39.83928238626584,0.6841297788957414,0.0868370365136791,0.6313230314045317,0.10109069208953336,0.0796726443246166,0.05130623399968108,0.5224727476448175,0.08278827108333793,0.05974176564708415,0.041401106603542286,0.10191526560383972,0.04893471500029208
system_poisson,poisson_lifecycle_v1,load,lambda_0.5_per_request_customized,lambda_0.5,per_request_customized,per_request_customized,not_applicable,p12_g4_a64,cold_start,measured,measured,fixed_total,stability_delay_energy_v4,20,200.0,0.0,203.95,3.4713109915419564,99.8,9.627810594424117,46.45,10.323580570203038,53.35,11.939650880904967,41.3,9.92657252556305,5.15,2.814903943392441,1.0,1.0259783520851542,0.0,0.0,1.496555094608291,0.41431762469583727,635.4972036641078,95.14456578514617,0.8513068442543362,0.01546402738761351,5799.801690370168,979.4390512826542,0.0,0.0,0.0,0.0,0.0,0.0,46.45,10.323580570203038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12603.823816560907,2132.293253583004,126.29366047254489,17.14003436695908,211.20561881689355,32.65938459796317,0.0,0.0,0.0,0.0,0.46671158900749854,0.09811563530844475,0.4142301254212756,0.09125543730066983,0.11219135690467459,0.06096607894097879,0.0,0.0,0.0,0.0,0.0,0.0
system_poisson,poisson_lifecycle_v1,load,lambda_0.5_periodic_customized,lambda_0.5,periodic_customized,periodic_customized,customized,p12_g4_a64,prewarm,measured,measured,fixed_total,stability_delay_energy_v4,20,200.0,0.0,203.8,4.11160104556543,99.8,9.627810594424117,47.7,8.026928363164108,52.1,11.387435365811141,42.55,7.646636687562641,5.15,2.3232237130876205,1.0,0.7947194142390263,0.0,0.0,1.5320285524339836,0.3243092343388365,633.4474415134299,89.01268220884144,0.8443837202063577,0.014231085088688623,6035.907702013541,1074.6632404103113,26.55,4.718106221333881,9.3,5.079370039680118,11.85,4.880411975707745,0.0,0.0,0.0,0.0,41.75,2.0487480130686233,26.1,4.178894338785899,14.75,3.850837229541266,14213.98292403901,1346.597320790308,377.73589254939,59.056942212268574,3.7878001953583995,0.4780163826021728,6.883897865191102,1.1485711975122854,138.75,44.76473588604504,124.65,51.18004853867426,0.48093588461771963,0.08503793604246179,0.42872429109946575,0.07853273990898915,0.10875648501777795,0.04846393208747451,0.26779278570255916,0.05109210923815745,0.09292320771643978,0.04800942048786355,0.12021989119872076,0.051981134469163845
system_poisson,poisson_lifecycle_v1,load,lambda_0.5_periodic_lightweight,lambda_0.5,periodic_lightweight,periodic_lightweight,lightweight,not_applicable,prewarm,measured,measured,fixed_total,stability_delay_energy_v4,20,200.0,0.0,204.35,3.4224491076912806,99.8,9.627810594424117,50.2,8.757553130989573,49.6,10.806430833925743,46.1,9.089612347706526,4.1,2.8265657049165736,1.05,0.998683343734455,0.0,0.0,1.6838005959557527,0.3862544556020721,596.9686757652364,85.15569033873157,0.8259935373970592,0.013615203161551796,5564.182049038297,1235.1691676446974,29.15,9.263823241655228,6.95,4.406633755218555,14.1,5.711484275700927,0.0,0.0,0.0,0.0,31.35,3.74552364408784,22.3,4.921488863299291,8.05,4.850122082022917,18421.637274802197,1078.3137509515918,521.9649152131751,93.55306413687029,5.241895099398496,0.8535924612708572,9.72822085605003,1.573718589088789,118.6,56.08583647082014,104.95,45.255386419740134,0.5051593587701138,0.08686800565551162,0.46308134541487095,0.08604375053735647,0.08354907239711543,0.055338373988616144,0.29197863550862835,0.08704045565008939,0.0704005530571846,0.04500522771809391,0.14278017020430087,0.05874510261481288
system_poisson,poisson_lifecycle_v1,load,lambda_1_per_request_customized,lambda_1,per_request_customized,per_request_customized,not_applicable,p12_g4_a64,cold_start,measured,measured,fixed_total,stability_delay_energy_v4,6,200.0,0.0,205.16666666666666,3.763863263545405,203.83333333333334,8.328665359267754,61.5,8.28854631404084,142.33333333333334,8.262364471909157,52.833333333333336,7.935153852740769,8.666666666666666,3.265986323710904,0.5,0.5477225575051661,0.0,0.0,1.9001775435359354,0.28530584866138764,623.5719710846655,69.3637332623422,0.851711011938634,0.016035013125570173,5667.678134030898,977.5379564449698,0.0,0.0,0.0,0.0,0.0,0.0,61.5,8.28854631404084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25003.888591658324,3882.803791235687,122.21673042877474,14.754202275158745,215.19004887280366,21.73830908534744,0.0,0.0,0.0,0.0,0.3014411967448905,0.035389522333159396,0.25850405417608363,0.030946873720212296,0.1409003484003484,0.054161268375392466,0.0,0.0,0.0,0.0,0.0,0.0
